2402,5470,157,2878,8333
2505,5697,144,3104,8328
2649,5850,144,3109,8642
0,6140,135,0,6393
0,0,0,0,17166
2932,6847,151,3081,9161
2606,6109,161,3037,8979
2686,6017,163,3205,9035
2852,6379,137,3196,9117
3109,6632,165,3465,9450
0,6604,154,0,6926
0,0,0,0,18655
3288,7513,126,3367,10228
2897,6663,162,3211,9829
2967,6689,155,3413,9772
3198,6708,0,3492,9851
3297,7094,0,3748,10263
0,7284,0,0,7213
0,0,0,0,20376
3675,8239,0,3570,10686
3070,7240,0,3599,10279
3134,0,0,3639,8823
3394,0,0,3722,8786
3600,0,0,3946,8810
0,0,0,0,3212
0,0,0,0,17708
0,0,0,0,14758
0,0,0,0,12399
3348,0,0,3375,5385
2857,0,0,3337,4922
2932,0,0,3331,4485
0,0,0,0,8957
0,0,0,0,8283
3634,0,0,3102,3840
3067,1372,0,2971,3963
3180,1288,78,2823,4025
3273,1664,0,2835,4173
3425,2001,0,2830,4396
0,2628,0,0,2614
0,0,0,0,10864
3700,3562,0,2483,5584
3175,3559,0,2319,5428
3064,3984,0,2400,5985
3025,4492,36,2464,6250
3178,4990,0,2588,6975
0,5278,0,0,5027
0,0,0,0,15783
3366,6663,49,2481,8319
2860,5989,0,2641,8232
3007,6592,0,2763,8714
3091,7095,0,2911,9057
3344,7626,81,3114,10110
0,8196,0,0,7620
0,0,0,0,21462
3709,9661,0,3135,11322
3406,8274,0,3453,11278
3573,8992,0,3774,11789
3674,9457,0,3806,12678
3901,9929,0,4070,13270
0,10096,0,0,10466
0,0,0,0,28178
4200,11549,0,4032,14870
3998,10062,0,4473,14175
4278,10498,0,4685,14576
4423,10977,0,5054,15338
4774,11307,0,5169,15987
0,11501,68,0,12579
0,0,0,0,33241
4953,12771,137,4942,17391
4662,10724,183,5201,16644
4845,11300,166,5503,17250
4983,11366,235,5705,17277
5335,11684,225,5876,18126
0,11858,232,0,13653
0,0,0,0,35493
5438,12288,247,5465,18509
4909,10506,280,5843,17551
5186,10654,265,5983,17893
0,0,0,0,31262
6028,11323,264,6452,17272
0,9597,264,0,10921
0,0,0,0,30123
5305,10363,234,5404,15430
4537,8756,247,5333,14346
4763,9374,235,5337,14504
4924,9442,241,5439,14748
5012,9330,213,5529,14959
0,9449,231,0,11013
0,0,0,0,29534
5020,10007,235,4875,15197
4414,8442,215,4945,14554
0,0,0,0,24922
4798,9048,200,4932,13320
4404,7805,216,4905,12810
0,7768,221,0,8716
0,0,0,0,23155
4522,8352,198,4211,11943
4029,7390,216,3919,11446
3889,7433,172,4124,11204
4004,7591,173,3969,11133
4011,7547,172,3933,11375
0,7701,152,0,8234
0,0,0,0,22424
4201,8083,151,3622,11616
3628,7062,154,3702,11254
3494,0,156,3479,9310
3535,0,161,3387,9393
3701,0,151,3517,8777
0,0,165,0,3639
0,0,0,0,17322
3829,0,150,3200,7124
3172,0,146,3020,6490
3160,0,136,2959,5895
3115,0,143,2835,5210
3112,0,142,2903,5213
0,1079,128,0,2733
0,0,0,0,9894
3148,955,102,2491,4648
2689,1155,116,2259,4478
2533,1261,135,2295,4322
2333,1585,110,2058,4073
2470,1860,98,2102,4063
0,2120,107,0,2493
0,0,0,0,8717
2623,2723,88,1895,4357
2233,2721,101,1734,4388
1905,2887,97,1777,4347
2018,3077,107,1747,4462
1967,3282,78,1724,4683
0,3378,84,0,3236
0,0,0,0,9580
2226,3963,72,1681,5178
1909,3796,89,1645,5099
1764,3704,89,1678,5108
1849,3913,79,1735,5307
1945,3961,87,1719,5574
0,4085,80,0,3990
0,0,0,0,10830
2166,4776,81,1713,5799
1956,4286,77,1830,5707
1922,4336,72,1766,5795
1915,4415,89,1777,5934
2097,4567,92,1868,5940
0,4606,98,0,4481
0,0,0,0,12024
0,0,0,0,11481
2180,5033,98,1833,6198
1978,4432,98,1936,5984
1932,4308,95,1994,5787
2093,4468,102,2092,5748
0,4567,90,0,4186
0,0,0,0,10877
2469,5297,92,2063,6098
0,0,0,0,10724
2287,4999,83,2000,5803
2066,4615,83,2038,5877
2116,4411,112,2070,5883
0,4756,80,0,4300
0,0,0,0,11377
2525,5378,99,2076,6174
2293,4799,104,1989,6044
2189,4785,82,1993,6176
2428,4914,89,2037,6466
2422,5151,81,2149,6604
0,5143,82,0,4954
0,0,0,0,13122
2700,5968,93,2141,7074
2379,5264,103,2100,7205
2373,5249,88,2195,7129
2403,5367,102,2308,7370
2541,5494,96,2425,7558
0,5543,86,0,5726
0,0,0,0,14636
2757,6224,98,2410,8002
2333,5659,99,2298,7817
2452,5469,107,2381,7760
2462,0,0,2437,6241
2586,0,0,2538,6503
0,0,0,0,2447
0,0,0,0,14280
2671,0,0,2449,5526
2354,0,0,2368,5161
2374,0,0,2378,4734
2438,0,0,2399,4387
2576,0,0,2419,4173
0,0,0,0,1407
0,0,0,0,8230
0,0,0,0,7195
2295,0,0,2054,3237
1994,0,0,1891,3007
1886,0,37,1863,2852
1958,0,0,1823,2711
0,0,0,0,900
0,0,0,0,5721
2180,0,39,1618,2577
1737,0,0,1490,2468
1772,0,0,1450,2306
1803,0,0,1451,2187
1778,0,47,1356,2377
0,0,0,0,893
0,0,0,0,5159
1834,0,0,1268,2271
1494,0,32,1149,2251
1543,0,0,1170,2098
1602,0,0,1188,2083
1528,0,0,1146,2053
0,0,0,0,769
0,0,0,0,4995
0,0,0,1075,2093
0,0,0,1063,1971
0,0,0,1068,1916
0,0,0,1137,1719
0,0,0,1118,1558
0,0,0,0,551
0,0,0,0,2879
0,0,0,1065,1284
0,0,0,943,1125
0,0,0,953,1185
0,0,0,941,1037
0,0,0,924,1051
0,0,0,0,364
0,0,0,0,2175
0,0,0,893,1014
0,0,0,819,978
0,0,0,754,943
0,0,0,834,897
0,0,0,801,947
0,0,0,0,330
0,0,0,0,1996
0,0,0,725,949
0,0,0,736,917
0,0,0,675,908
0,0,0,727,891
0,0,0,737,927
0,0,0,0,362
0,0,0,0,1945
0,0,0,653,904
