dist,x,y,kinder,school,shop,restaurant
81,37.73545074,55.6149826,415,108,8306,2346
86,37.7274704,55.61724472,668,764,3925,5390
91,37.61618805,55.59680939,289,739,6070,10004
89,37.59504318,55.63891602,1609,701,10121,5585
88,37.65010071,55.63631058,1581,123,10723,12450
89,37.6043663,55.63391113,1678,143,1637,1759
84,37.70437622,55.68139267,381,144,3089,3976
88,37.68298721,55.6320076,1151,855,3050,3948
78,37.74662399,55.63515854,618,121,2302,2916
90,37.58999252,55.62273026,1034,762,3923,1400
88,37.66567612,55.63718414,986,853,5270,223
84,37.6911087,55.68650818,806,120,5600,11676
83,37.64974213,55.6700325,395,142,1012,10919
90,37.5860672,55.61994934,1034,759,492,1400
91,37.59142303,55.60209274,834,870,7498,1760
84,37.67194748,55.68235016,1493,67,3081,10704
77,37.64365768,55.59452438,1,859,3949,1375
82,37.69108963,55.63951874,617,625,4387,2390
91,37.60295868,55.59341049,255,102,2643,4563
86,37.69940186,55.62107849,636,618,5415,5391
89,37.60563278,55.63392639,1678,143,1637,1759
90,37.58823395,55.6208992,1034,762,3923,1400
89,37.59833145,55.63058472,78,78,10782,10288
91,37.58879089,55.59696198,834,867,11060,1402
79,37.60882187,55.71281052,1585,973,2052,5265
86,37.70384598,55.61494827,805,64,5907,4042
81,37.73254013,55.6241188,52,73,6671,3919
88,37.6544838,55.62417984,1650,86,1502,3944
86,37.70808792,55.62569427,612,824,9345,2393
83,37.64992905,55.66353226,14,142,6431,4883
77,37.65093613,55.57754517,1,725,9828,3947
89,37.59038925,55.63752365,1609,78,3806,1487
77,37.65130234,55.58616638,1,962,9970,8744
81,37.7525444,55.62145615,552,113,6443,2374
84,37.69019318,55.68038177,688,68,6883,594
91,37.60741043,55.59333038,255,774,6256,1386
91,37.59762955,55.60289764,834,77,10316,5829
77,37.6545639,55.58569717,1,964,4891,8744
88,37.68096542,55.63002396,1151,855,3050,3945
84,37.68965149,55.6812706,688,68,6883,594
86,37.70690918,55.61166763,1091,101,3005,12694
85,37.61803818,55.66130829,1113,148,5037,1377
81,37.74928284,55.61648941,1357,112,3013,2347
76,37.66884613,55.60197449,45,98,2501,2388
80,37.61119461,55.69511032,115,79,5079,5849
86,37.70610046,55.62537766,612,824,8878,2393
81,37.7518425,55.61510086,223,112,3013,2386
83,37.66160965,55.67408371,395,142,7538,4006
88,37.67762375,55.62906265,1151,855,4970,3945
85,37.609478,55.64662933,16,75,6672,763
83,37.6503067,55.68240356,860,142,8897,437
84,37.68067169,55.68537521,463,117,1626,2425
85,37.61868668,55.66203308,1113,916,4776,1377
90,37.59039688,55.61587906,1034,968,6863,7745
84,37.69023514,55.69018555,806,120,3079,3934
81,37.74383163,55.62746811,254,114,6679,4031
84,37.70238113,55.67791367,381,144,4978,4069
78,37.74726105,55.63393021,618,121,7595,2916
88,37.67314911,55.63127136,1479,855,3034,9864
87,37.70667648,55.60599899,775,737,1966,2363
90,37.58068085,55.61209488,778,84,2090,1388
89,37.60986328,55.63084412,1625,197,678,1395
79,37.66272354,55.7100029,1226,834,78,5836
77,37.6475296,55.59640121,1,859,246,1375
89,37.60846329,55.63747025,1373,119,2314,1759
77,37.64303207,55.58647919,1,122,380,4665
87,37.72707748,55.6054306,964,80,186,7755
86,37.69931793,55.61428833,1227,93,6421,3956
85,37.62109375,55.66040039,1113,148,5037,1377
84,37.66657639,55.68017578,1493,67,1622,12634
86,37.71462631,55.61254883,61,101,5569,3954
81,37.75881577,55.62033081,290,951,565,2376
90,37.60971069,55.61748123,221,966,5635,5555
84,37.68459702,55.68632507,806,117,2026,2425
87,37.73870087,55.61035538,1164,927,368,5783
86,37.6962204,55.62013245,636,618,5415,5540
81,37.75684738,55.62174988,290,951,10191,2376
79,37.66088867,55.71507263,1226,628,8652,7994
82,37.71345139,55.63650513,1683,179,2511,11338
79,37.61595535,55.71432114,773,973,927,7737
81,37.73231506,55.62125015,896,73,10534,5792
84,37.67924118,55.68118286,832,140,3090,4702
86,37.72658157,55.62270355,1075,736,3047,8710
80,37.60791397,55.69481277,874,79,5079,5849
77,37.64956284,55.58208847,1,961,2654,4115
84,37.67670822,55.68183136,832,140,3090,4702
77,37.64894104,55.57584,1,727,10152,4130
78,37.76591873,55.63588715,359,924,8199,3916
78,37.7677536,55.64238739,615,624,4467,9594
90,37.59029007,55.62334442,1034,762,3923,1400
84,37.67285538,55.67682266,1525,67,4549,3940
79,37.66070175,55.72159576,560,833,4373,4048
82,37.65911102,55.63942337,843,930,10020,562
87,37.75963974,55.61132431,530,813,451,2362
88,37.64894104,55.61591339,362,770,4120,3906
76,37.67247772,55.5872612,1198,743,3014,5388
76,37.67134476,55.5952301,1065,98,931,2342
90,37.59679413,55.62047958,1644,761,1274,4620
87,37.72951889,55.61032486,499,95,367,3915
90,37.60668564,55.61946106,221,966,5635,5093
77,37.64222336,55.58856583,1,122,9678,4665
85,37.6202774,55.65499496,1092,72,261,11769
88,37.67702484,55.62789536,372,855,4970,11035
90,37.60380173,55.60401917,96,94,7,4976
86,37.69887924,55.62199783,636,822,9962,5529
91,37.60496902,55.59867096,255,738,10750,8949
79,37.61217117,55.71123886,665,973,1517,634
83,37.65378189,55.67049408,395,142,1011,2432
76,37.67174911,55.59120178,979,98,11083,3966
77,37.64579773,55.58560944,1,962,4946,4129
83,37.65707016,55.66866684,395,142,3881,4008
90,37.57943726,55.60947037,970,84,3833,11159
77,37.65420532,55.58955765,1,965,4891,8744
79,37.6204567,55.71532822,773,973,10028,435
80,37.60962296,55.69089127,115,79,1503,4112
90,37.5946846,55.61594772,1034,968,6863,775
85,37.61065674,55.64463806,1201,75,6672,4117
90,37.58794785,55.61600494,1034,664,6863,3938
78,37.76906586,55.64278793,780,624,4467,9594
85,37.6064949,55.65202332,555,178,10077,5143
79,37.6441803,55.70837402,1115,76,6058,4670
89,37.60030746,55.62587357,153,87,1634,8311
90,37.58387756,55.60733032,1012,94,10006,11159
77,37.65082932,55.58305359,1,960,2654,4114
81,37.74036407,55.62918091,817,700,7789,11026
88,37.6786499,55.63625336,1479,853,4985,3948
91,37.58995056,55.60163879,834,870,7498,1760
87,37.72655487,55.60459518,964,80,186,7755
84,37.68367767,55.68706131,806,117,5330,2425
78,37.7732048,55.64165115,1252,624,7274,3949
91,37.61171341,55.5909996,289,771,4016,8055
83,37.62600708,55.65872192,171,142,7648,5412
80,37.60240173,55.6950264,874,79,3909,4076
85,37.61061096,55.64796448,16,75,6672,1403
81,37.7482338,55.63011169,1105,114,42,2370
82,37.66950226,55.63938904,1676,717,9030,7023
76,37.67042923,55.58138275,1229,106,3016,4024
84,37.68172073,55.68093491,832,68,9335,2436
81,37.74950027,55.62360382,1370,96,3924,2361
78,37.73667145,55.63329315,1023,121,8202,9697
81,37.75151825,55.62487411,1494,96,3924,2361
81,37.73405838,55.61757278,584,92,5412,3953
84,37.69050598,55.67448425,381,68,3072,11794
81,37.73622131,55.62386322,1536,73,6671,3919
90,37.59615707,55.61148453,929,118,806,1387
87,37.72014236,55.60214233,484,81,3807,2131
88,37.6512413,55.62749481,746,86,4279,3944
79,37.64524841,55.71098709,1115,76,10273,10334
76,37.6713295,55.5864563,1198,106,5120,2380
86,37.71419525,55.61313629,61,101,5569,3954
77,37.65523911,55.58354187,1,104,3843,4861
87,37.73014069,55.60855484,248,95,367,3931
83,37.62845993,55.67666245,905,142,3057,8322
82,37.65002823,55.64736938,1543,931,3068,3901
87,37.71628952,55.59746552,788,81,3021,3917
88,37.67847061,55.62875366,1151,855,5072,3945
77,37.64652634,55.58078766,1,729,3838,8735
80,37.60691833,55.69259644,115,79,10327,5849
77,37.65307236,55.57810974,1,665,9828,3947
88,37.65463638,55.6311264,1120,123,4055,2351
86,37.69920349,55.61132431,1480,70,4199,12343
87,37.7354126,55.6097374,1046,927,3003,126
89,37.60660553,55.62491608,1522,87,1633,12438
85,37.6167984,55.6414032,331,72,8378,5311
89,37.59359741,55.62827682,492,78,3889,4113
78,37.76600266,55.63427353,1692,856,10048,10070
91,37.58413696,55.59913635,834,103,3910,3939
84,37.70251846,55.67976761,381,144,3073,5294
79,37.65926361,55.72634888,560,831,4327,4048
91,37.60423279,55.59237671,255,102,6371,3946
84,37.69803238,55.67672348,381,144,3078,11873
87,37.7363739,55.60899734,1046,929,3003,126
91,37.58673477,55.59803772,834,867,5812,3939
89,37.61383438,55.63450623,350,146,3821,3985
83,37.65244675,55.66773605,395,142,3881,10919
86,37.70559692,55.62017441,1584,824,9218,792
79,37.63034439,55.71689224,773,76,1230,5367
88,37.6493454,55.61661148,362,770,4120,3906
76,37.68334579,55.58189011,785,105,5428,4894
90,37.60162735,55.62088776,1644,967,4726,5799
89,37.59812546,55.6293602,492,87,3822,10288
88,37.67419434,55.63497543,1479,99,997,6425
91,37.62273026,55.60674286,759,85,8935,4121
79,37.66504669,55.70616913,950,832,8051,4568
88,37.6788559,55.63088989,1151,855,3050,3945
81,37.73167419,55.61697769,831,92,10155,3990
82,37.67151642,55.63802719,1676,717,627,7023
82,37.69260025,55.63925171,617,625,3006,8655
87,37.74013138,55.61042786,1164,927,9432,5783
84,37.66781616,55.67507172,544,67,132,20
81,37.76020813,55.62025452,634,951,565,2376
76,37.66615295,55.5925293,30,98,5015,3903
91,37.59833908,55.591259,1351,702,2315,915
85,37.61602783,55.64749908,160,72,9213,1403
91,37.59153748,55.59914398,834,867,8895,1760
87,37.74623871,55.60979843,590,928,4949,2360
88,37.65169907,55.63525391,1581,123,8440,12450
91,37.63213348,55.6038475,1641,85,3913,4023
84,37.69305038,55.68877029,806,120,1632,4018
79,37.60990143,55.7121582,665,973,1517,5834
80,37.59977722,55.71017456,434,83,4040,5706
89,37.60338974,55.63311386,1678,143,4837,4132
76,37.66241455,55.59189224,1319,98,3028,3978
83,37.64678574,55.66399384,14,142,6431,4829
78,37.77448273,55.64149475,1252,624,7274,3949
80,37.6127739,55.69308853,115,79,2647,4112
77,37.65333557,55.58412552,1,963,2654,4861
86,37.7007637,55.61267471,1480,93,1963,12343
89,37.61006165,55.62685776,158,87,4311,4735
80,37.60585022,55.6937027,874,79,4732,5849
90,37.58444214,55.6116333,1579,84,7240,8326
78,37.76752853,55.63877106,615,924,3037,7312
88,37.66615295,55.62801361,372,855,4349,7760
84,37.67556763,55.6849556,463,140,3082,10704
84,37.68927765,55.67620468,381,68,3072,11794
87,37.73643875,55.6023407,557,80,7234,2366
77,37.65169144,55.57680893,1,727,9828,3947
86,37.70833969,55.62347412,612,824,9855,4075
89,37.61026001,55.64042282,1085,119,6662,3982
86,37.72809219,55.61584473,668,66,9478,5390
88,37.65989304,55.62448502,1650,769,3049,2349
86,37.71876907,55.62516022,205,65,222,5534
87,37.71569443,55.61029053,464,737,6661,4014
87,37.7330513,55.60552979,877,80,9359,12646
76,37.6657753,55.59507751,1667,98,4145,3902
76,37.66827393,55.59527588,795,98,931,3902
87,37.70197678,55.60696411,775,737,1966,2363
79,37.61970139,55.7089119,1390,973,7026,9202
91,37.59497833,55.60064697,834,77,679,1389
88,37.66046524,55.6210289,1403,91,9854,3900
87,37.71867752,55.60395432,1560,737,3036,2131
91,37.60783386,55.59599304,255,774,10750,4038
88,37.65794373,55.62398148,1403,769,3049,2341
87,37.75289536,55.61032104,530,815,4723,2362
91,37.59796143,55.59761047,834,77,4879,1390
88,37.6751709,55.62601471,372,191,4077,11035
76,37.66575623,55.60042572,1574,98,205,2397
91,37.61471558,55.60245895,900,740,3918,1398
77,37.64460373,55.57862091,1,724,382,4130
76,37.69088364,55.58140182,844,105,3932,2378
81,37.75534821,55.62239456,290,951,10191,2374
85,37.61820221,55.66706467,1113,916,1527,3941
91,37.62023163,55.60020447,981,89,505,1756
79,37.65407944,55.72659683,560,831,10547,12294
84,37.68232346,55.68497849,463,117,2026,668
90,37.58081436,55.60564423,1012,84,7018,11159
81,37.74254608,55.61891937,1541,92,5413,3921
84,37.670681,55.67861176,920,67,1623,2435
80,37.61024094,55.69112396,115,79,1503,4112
88,37.64995575,55.63568497,1581,123,10723,12450
78,37.76499557,55.63682556,1670,924,3930,9949
87,37.74708176,55.60586166,530,110,3040,2382
87,37.72537994,55.60694504,248,95,3063,7755
91,37.60926437,55.59640503,255,738,9862,9106
81,37.7431488,55.61518097,415,108,3859,8715
91,37.59194183,55.5971489,834,867,6372,1402
81,37.75090027,55.61985397,552,113,3064,2395
87,37.74290466,55.60031891,291,111,3011,2343
87,37.73130798,55.60627747,877,80,9359,2375
86,37.70645142,55.61620712,429,64,4648,4042
91,37.60926437,55.60189438,900,97,6660,8105
87,37.72833633,55.60622025,248,95,186,3931
79,37.6265564,55.7206955,773,973,1513,8647
87,37.76012421,55.61061096,530,813,10862,2362
76,37.66425705,55.59483337,1667,98,8636,5552
90,37.6043129,55.60549164,96,94,7,4976
81,37.74937439,55.61970139,552,113,5614,5558
87,37.7436676,55.60558319,54,110,10097,2382
89,37.60042572,55.6390686,1030,701,2043,11345
81,37.74051666,55.62726974,254,700,3224,2798
76,37.66460037,55.59967041,1574,98,205,4923
91,37.61110306,55.5931778,289,772,10049,11951
91,37.61244202,55.59738159,289,739,9862,9106
77,37.65301132,55.57661057,1,665,9828,3947
88,37.66129303,55.63644409,986,854,9255,12584
88,37.65892029,55.62185287,1403,770,9854,3900
89,37.60691833,55.63128662,1678,197,8292,1395
79,37.66243362,55.70453262,950,832,692,5891
77,37.64473724,55.5882225,1,122,9678,4665
81,37.74503326,55.61869049,966,113,3038,3921
77,37.64709091,55.57826996,1,729,2775,4130
83,37.65838242,55.6686058,395,142,3091,4008
86,37.7201767,55.61713791,951,766,3019,8137
84,37.68678665,55.6816597,688,698,4089,2430
76,37.66497421,55.59410095,1667,98,4145,3903
85,37.60767365,55.64170837,1201,75,3820,3960
76,37.67530823,55.58298111,921,196,3012,2356
78,37.7722702,55.64292526,780,624,220,9594
84,37.68001556,55.68770599,463,117,5330,2425
83,37.64719009,55.68190002,957,142,3080,437
77,37.64028168,55.58680725,1,122,380,4665
87,37.74792862,55.61015701,590,814,4949,2360
76,37.68762207,55.58051682,785,105,3932,5557
90,37.5855751,55.62152481,1034,759,492,1400
85,37.6186409,55.64720535,160,72,262,3959
91,37.60927963,55.59957886,255,97,1456,11981
79,37.65873337,55.71147919,349,834,8653,6780
82,37.66465378,55.63968277,843,627,3031,10710
91,37.60974884,55.59750366,255,738,9862,11981
79,37.61836243,55.70726776,1390,973,10997,8296
88,37.67145157,55.62858582,372,855,3034,3909
90,37.58968735,55.62211609,1034,762,3923,1400
81,37.73363495,55.62224197,52,73,5593,7772
84,37.6746521,55.6856842,463,140,3082,10704
83,37.63246536,55.67333603,905,142,10968,6456
86,37.72219086,55.62122726,1075,735,9599,4089
88,37.67090607,55.63479233,1479,99,11039,6425
86,37.72141647,55.61635971,951,766,3019,4972
80,37.59931946,55.70877457,317,83,8034,10873
79,37.61544418,55.70617676,1390,973,6028,5180
91,37.61943054,55.60178375,759,89,3913,4023
81,37.75160217,55.61888123,571,112,9136,11427
77,37.64339828,55.58819199,1,122,9678,4665
81,37.7491951,55.6273613,1105,114,42,9596
76,37.67041016,55.59659958,1559,98,931,3902
88,37.6621666,55.62400055,1403,768,3049,2349
90,37.59761047,55.62272644,1644,761,4726,4620
88,37.65248871,55.62249756,281,86,1502,3899
78,37.75939941,55.63052368,1022,856,2301,3914
84,37.70765686,55.68215179,381,144,3074,3976
77,37.64311218,55.59257507,1,859,3949,1375
82,37.6552124,55.64653778,1543,71,3068,561
90,37.58282471,55.61517715,1034,664,6,3938
88,37.66163635,55.63273621,1172,99,4801,11729
88,37.66493988,55.62066269,1403,767,4909,3900
87,37.72969055,55.61194611,499,95,367,2387
81,37.7455101,55.62639999,254,96,6679,4031
78,37.77095032,55.63733292,359,924,7880,7312
79,37.61193848,55.70685196,1,973,532,5180
82,37.72085953,55.63576126,1476,141,2507,4045
88,37.64710999,55.61812592,362,86,4120,3906
91,37.60717773,55.5974884,255,738,10750,4038
84,37.70450211,55.68348312,688,144,696,2422
84,37.67326736,55.67858124,1525,67,9409,2435
87,37.75323486,55.60706711,530,815,3041,2360
76,37.68386841,55.5855751,978,109,4112,4894
82,37.67008972,55.63808441,1676,717,4397,7023
87,37.70806122,55.60335922,1560,737,1965,2358
88,37.64758682,55.61904526,362,86,6139,3906
87,37.71583939,55.59934616,864,81,3021,3917
78,37.76242447,55.63139725,1022,856,2301,9978
76,37.6669693,55.58871078,979,100,3066,2400
76,37.66266632,55.58614731,1198,100,3070,2406
84,37.67457962,55.68331528,1493,140,7311,10704
83,37.63119125,55.66799164,905,142,664,9258
83,37.64048767,55.68030167,957,142,1089,438
87,37.75019836,55.60712051,530,110,450,2360
86,37.72867584,55.61449814,668,66,9478,5153
91,37.61853409,55.59651947,289,89,505,10004
88,37.67081451,55.63575745,1479,853,11039,6425
86,37.72288132,55.62575531,1075,736,6435,12359
90,37.58311462,55.61952209,1034,759,3828,1400
76,37.69691086,55.58586502,1089,109,3933,4060
84,37.69369507,55.67561722,381,68,3072,11873
88,37.66057587,55.6374588,986,854,5270,12584
89,37.5912056,55.63253021,422,78,2044,1758
82,37.68361664,55.63996506,617,717,3911,5530
84,37.70836639,55.68344879,688,144,3074,2422
81,37.73568344,55.62865067,804,700,2997,2369
76,37.66352844,55.58003235,1070,100,3846,12433
79,37.66103363,55.70944977,349,834,81,8391
80,37.60552597,55.69513321,874,79,4732,5849
87,37.73880768,55.6089592,1164,626,368,126
81,37.74536514,55.62968445,254,114,3915,2370
82,37.67833328,55.6390152,617,717,9413,2392
86,37.72245026,55.61987305,951,765,9599,4089
81,37.74859238,55.62014389,552,113,5614,3921
79,37.6261673,55.72010422,773,973,1513,8647
83,37.65364075,55.67198944,395,142,1011,2432
91,37.58236694,55.60305786,834,869,2030,4131
76,37.68579102,55.58010101,785,105,3932,5557
83,37.64175415,55.68011856,957,142,6865,438
81,37.73642731,55.62919235,817,700,2997,2369
88,37.66755676,55.62466812,372,768,10836,5393
76,37.68305969,55.57886887,1202,105,4106,3908
88,37.67085266,55.62390137,372,191,10836,5559
84,37.66807556,55.67870331,920,67,4088,667
86,37.72073364,55.61916733,951,765,10236,4089
90,37.59686661,55.62186813,1644,761,4726,4620
88,37.66588211,55.62372208,372,191,10836,2349
79,37.66347504,55.71043777,1226,834,78,5836
88,37.64925766,55.63343811,1581,123,8440,2351
80,37.61962891,55.69756317,115,79,6148,1381
81,37.75860977,55.62094116,290,951,10191,2376
88,37.62977219,55.63871765,1581,123,5480,2824
81,37.74145126,55.62351227,1536,699,3223,11507
81,37.73774719,55.61774063,1541,92,7526,3952
85,37.60699081,55.64587402,16,75,6672,763
83,37.65551758,55.68270493,860,142,1087,3958
79,37.61062622,55.71231079,1585,973,1517,634
87,37.72921371,55.6048851,964,80,5414,2375
79,37.63309479,55.7167778,1115,76,509,4734
85,37.6171608,55.64682388,331,72,9213,3959
86,37.72275543,55.6155777,524,66,10015,12173
91,37.61876678,55.60629272,1405,85,8935,4121
84,37.67700577,55.68543625,463,140,2509,6429
87,37.73075104,55.61039734,499,95,367,2387
77,37.64570618,55.59249115,1,859,3949,1375
81,37.73887253,55.62917709,817,700,7789,11026
88,37.67005157,55.62791824,372,855,543,2348
83,37.63050079,55.66218567,901,142,3812,4003
78,37.76008987,55.64084244,615,925,6979,6615
79,37.64055252,55.71073151,1115,76,5770,10334
76,37.67157745,55.57749176,564,107,10468,8057
83,37.64678574,55.68009949,957,142,3080,7761
76,37.69224167,55.58282852,1089,109,11007,2365
86,37.70934296,55.61112213,1091,101,10373,10913
84,37.68437195,55.6889267,806,120,5330,8538
86,37.71948624,55.62376785,1075,734,3048,5534
89,37.60604858,55.62709808,158,87,4311,1394
70,37.60203171,55.68455887,578,297,6074,1791
84,37.6835289,55.68434525,1077,117,1627,668
78,37.75729752,55.63652802,549,90,2995,10669
84,37.68101883,55.6864357,463,117,5330,2425
90,37.59289551,55.60922623,597,94,4078,9431
89,37.61327744,55.63653564,601,146,3821,3985
91,37.60124969,55.57904816,1011,82,264,6453
79,37.6134491,55.7068367,1,973,532,5180
86,37.69839478,55.62306976,636,822,10274,5529
80,37.60601044,55.71490097,317,83,5250,1779
85,37.61286545,55.64796066,16,72,140,1403
88,37.67785645,55.63171768,1151,855,8232,3945
86,37.70516586,55.61896515,1584,823,9218,12363
79,37.66181564,55.71812057,1226,628,5794,637
83,37.64812469,55.68071747,860,142,3080,437
91,37.58451462,55.60261536,834,869,2030,4131
77,37.64889526,55.59196472,1,965,3841,10096
88,37.65907669,55.62096786,1403,770,9854,3900
76,37.66671753,55.60115814,1574,98,2501,2397
76,37.66325378,55.5886116,30,100,3069,2407
87,37.71274948,55.6073761,775,737,3018,3955
87,37.74482727,55.60348129,54,111,10097,2357
84,37.68812561,55.68006134,688,68,9303,10649
81,37.74964142,55.61833572,1357,112,5614,11427
78,37.77061081,55.64219284,1252,624,3061,9594
91,37.59570694,55.58383179,1351,82,4709,4096
85,37.61198425,55.64744568,16,75,6672,1403
80,37.61937714,55.70251465,874,79,1726,5726
82,37.67253876,55.64085388,1676,717,9030,3951
87,37.71767044,55.60296631,1560,737,5598,2131
89,37.61011505,55.63259125,1678,143,8292,3985
78,37.76446533,55.64041519,615,925,217,2367
76,37.66734695,55.59986496,1574,98,205,4923
89,37.59373093,55.62711716,492,87,1927,4113
78,37.7515831,55.63436508,626,857,5027,2359
87,37.72913361,55.60334396,964,80,5414,9379
89,37.5918808,55.63795853,1609,78,10176,1487
91,37.59806061,55.58048248,1011,82,264,8324
78,37.76601028,55.63433456,1692,856,10048,10070
83,37.6287117,55.67922974,105,142,6837,11932
79,37.66178513,55.72080231,560,833,4373,11683
82,37.65763855,55.64664841,76,71,3067,2350
76,37.6859169,55.58520889,978,109,4112,4894
87,37.75484467,55.60795593,530,815,4723,2362
90,37.58639145,55.60995102,1579,94,7240,1401
77,37.65221024,55.57554245,1,728,3951,3947
86,37.70541,55.62192917,510,824,3802,8927
86,37.70951462,55.62099838,510,824,9790,792
80,37.60739517,55.69334793,115,79,10327,5849
84,37.67440796,55.68045425,1493,67,9608,9641
85,37.6061554,55.65389633,555,178,7041,5887
87,37.73023987,55.60416412,964,80,5414,12646
17,37.48826981,55.73607254,1529,24,1823,2685
88,37.66448212,55.62778473,372,768,4349,7760
86,37.71259689,55.61352539,61,101,5569,6853
79,37.66710663,55.70485306,246,832,6182,246
91,37.58286285,55.59908295,834,868,3910,3939
86,37.71990967,55.62459564,1075,65,6435,5534
86,37.72631454,55.61827469,951,764,3925,5390
88,37.65534592,55.63373566,1172,123,6935,4913
83,37.62779617,55.66844559,905,142,2311,10013
90,37.60263443,55.6201973,1644,966,4726,5799
84,37.68622971,55.68335724,1077,698,1628,9948
86,37.70148468,55.61525726,805,93,5907,3956
86,37.72518158,55.62086868,1075,147,6675,8710
82,37.65762711,55.64242935,1133,932,3062,3993
76,37.67582703,55.57657242,757,107,4684,3908
78,37.7543602,55.63877869,549,90,5025,2373
83,37.63007736,55.66753769,905,142,665,5091
91,37.58565521,55.59693146,834,103,5812,3939
91,37.61302567,55.59593964,289,739,4184,9106
83,37.63021088,55.6757431,905,142,8300,7930
87,37.73114777,55.60918045,1046,95,8389,10148
80,37.62240601,55.70087814,115,79,255,87
76,37.67242432,55.58807373,1198,743,5433,5388
88,37.67076111,55.62740326,372,855,543,2348
83,37.64640808,55.67942429,957,142,3873,7761
86,37.69658661,55.61615372,1241,93,3852,5546
87,37.71017838,55.60692978,775,737,3018,2358
87,37.7272644,55.60282135,964,80,5426,9379
84,37.68061447,55.67869186,909,68,9335,2434
81,37.7471199,55.61884689,966,113,3038,3921
89,37.61593628,55.6284523,1038,621,263,12095
65,37.66470718,55.71938324,1257,549,1521,10593
88,37.6833992,55.63430786,1151,855,3050,3948
82,37.65301132,55.64357758,1543,932,10846,4577
85,37.61774445,55.64824677,160,72,262,1403
88,37.67589188,55.62830734,372,855,4970,3909
77,37.65697098,55.58130646,1,104,3843,4059
85,37.61875916,55.65686798,1113,148,8647,8475
81,37.75562668,55.61894989,571,951,3002,2376
78,37.76034164,55.63464355,626,858,683,11825
91,37.62218857,55.59789276,981,89,505,1756
88,37.65644073,55.62228394,1403,770,9854,3899
89,37.6076355,55.63244247,1678,143,8292,1395
85,37.60831833,55.64773178,16,75,3861,763
84,37.67569351,55.6800766,1097,67,9608,9641
97,37.62440872,55.72135162,1353,374,958,370
90,37.59223175,55.6109314,597,94,1928,1401
76,37.66612625,55.58085251,1070,100,3884,12433
76,37.67905426,55.58330536,921,196,3012,2356
88,37.65038681,55.62186813,281,86,56,3899
87,37.72811127,55.61129761,499,95,7205,3915
81,37.73044586,55.61761093,831,92,3024,3990
78,37.77103043,55.63733673,359,924,7880,7312
78,37.75323486,55.63429642,626,857,3890,2359
91,37.60586548,55.59360504,255,774,6371,4563
84,37.67770767,55.68015289,909,67,3090,4702
91,37.59877014,55.57912064,1011,82,264,4035
78,37.76382828,55.64185333,615,926,218,2368
91,37.59487152,55.5905571,1351,702,2089,3968
84,37.68880081,55.6794548,688,68,9303,10649
76,37.66903687,55.57546997,564,107,4156,2379
89,37.60896683,55.63494873,1373,88,1636,1759
77,37.64994812,55.58628464,1,962,9970,8744
79,37.66281128,55.71955109,560,628,4373,11683
90,37.57979965,55.60537338,1012,84,7018,11159
80,37.59638977,55.71733856,434,83,622,5855
79,37.66418457,55.70286942,246,832,1711,246
77,37.65474319,55.582798,1,104,3843,4861
81,37.7543869,55.61603546,571,112,3876,10410
91,37.59276962,55.60147858,834,870,7498,1760
90,37.6003685,55.62238312,1644,761,4726,5799
84,37.6998024,55.67851257,381,144,9330,2431
90,37.59817886,55.61037827,929,118,804,1387
84,37.70489883,55.68284225,688,144,3074,2422
77,37.64554596,55.57525253,1,726,3950,4130
89,37.61000824,55.6347847,1373,143,1636,3985
76,37.66541672,55.59162521,30,98,54,3978
81,37.73865509,55.62720871,804,700,3224,2369
78,37.76237106,55.64115143,615,925,217,2367
78,37.76921844,55.63618851,359,924,7880,3916
79,37.6113739,55.71212387,665,973,1517,634
88,37.67941284,55.63502884,1151,99,4985,3948
77,37.65414429,55.58488846,1,964,4891,4861
86,37.72660065,55.62419891,1075,736,8028,7753
84,37.68976974,55.68664551,806,120,2025,3967
85,37.616539,55.6566925,1113,148,4138,8475
89,37.59051514,55.63412476,264,78,2044,2112
86,37.71736526,55.62283325,1075,734,3048,2401
79,37.61085129,55.71342468,1585,973,927,788
86,37.71847153,55.62739563,205,65,6932,12359
91,37.58952713,55.59941864,834,867,8895,1760
88,37.68047333,55.63498306,1151,99,8232,3948
91,37.61264038,55.58927536,289,771,5324,12718
77,37.64194489,55.58349609,1,960,381,4129
84,37.68106461,55.68038559,832,68,9335,4702
87,37.75662231,55.6084404,530,815,4242,2362
87,37.7156601,55.60599899,464,737,3046,3955
79,37.61649323,55.71111298,1390,973,1514,632
86,37.72545242,55.61504364,524,66,9478,5390
76,37.66473389,55.60036087,1574,98,4080,2397
79,37.61511993,55.71114731,665,973,1515,633
76,37.65875244,55.60460663,1657,69,2526,11326
79,37.64179993,55.71068573,1115,76,5770,10334
82,37.66369247,55.64193344,1133,627,8019,10710
81,37.73709488,55.61426163,415,108,8306,3907
76,37.69667816,55.58343887,1089,109,11007,4060
77,37.64201736,55.58218765,1,729,381,4129
84,37.70338058,55.68075562,381,144,3073,5294
91,37.61430359,55.5958519,289,739,4184,9106
91,37.61043167,55.60815048,854,85,506,8838
89,37.59983063,55.63854599,1030,701,2043,996
76,37.67024231,55.59692383,1559,98,931,3902
81,37.75131226,55.61697006,1357,112,7743,3922
79,37.66252518,55.71405792,1226,628,7890,7994
76,37.66485977,55.5859108,1198,100,10251,3905
91,37.58062363,55.60009766,834,868,3816,4131
90,37.58257294,55.6143074,1034,664,6,8326
