dist,x,y,kinder,school,shop,restaurant
84,37.68232346,55.68334961,1077,117,1626,668
84,37.68946457,55.68537521,806,698,1631,3967
90,37.58570862,55.60721588,1012,94,1930,10564
76,37.66785812,55.58530426,1198,100,206,3905
87,37.70502472,55.6073761,775,737,1966,2363
86,37.72574615,55.6135025,524,66,10015,5535
82,37.72343826,55.6356926,1476,141,5292,4045
81,37.73771286,55.61219788,415,108,3922,2396
80,37.59985733,55.69480515,874,79,3909,4076
83,37.657341,55.66815186,395,142,3881,4008
86,37.70976639,55.61618423,429,64,3030,4042
8,37.7363472,55.78978348,1186,540,930,3143
78,37.75704575,55.63542557,549,857,3043,11825
78,37.74860001,55.63423538,618,121,7595,2916
91,37.62171555,55.60579681,759,85,8935,4121
85,37.61569595,55.65596008,1113,148,4138,10195
85,37.60940552,55.6527977,555,178,10036,4020
87,37.70293808,55.6067543,775,737,1966,2363
87,37.71304321,55.60378647,1560,737,6962,5784
77,37.65534592,55.57578659,1,665,3951,3994
82,37.6728363,55.64015198,1676,717,4397,3951
87,37.72649384,55.61066055,499,95,7205,3915
76,37.66702652,55.58171844,1229,100,4682,4024
88,37.65207672,55.62451172,1650,86,1502,3944
77,37.65304565,55.57856369,1,665,9828,3947
88,37.67972565,55.62926865,1151,855,5072,3945
90,37.59727097,55.61140823,929,118,806,9169
76,37.6685524,55.59712219,1559,98,931,3902
86,37.69943619,55.61603928,923,93,5907,3956
77,37.64358902,55.59118652,1,859,3949,3969
77,37.64207077,55.59144592,1,859,4855,4000
88,37.6679306,55.63566589,986,853,9255,223
77,37.64496994,55.58152008,1,729,381,4129
87,37.73007584,55.60951614,499,95,367,3915
86,37.71377182,55.61368561,61,101,5569,7316
80,37.6129837,55.69112015,115,79,2647,4112
77,37.65856171,55.57617569,1,665,383,4879
86,37.72402191,55.61449814,524,66,10015,5535
85,37.61463547,55.6552124,1092,148,10261,10195
87,37.73779297,55.6038208,529,626,5432,5414
78,37.76945114,55.63809967,615,924,3037,7312
91,37.59206009,55.59154129,834,702,2089,3968
89,37.61208344,55.63100815,1625,143,8054,1395
81,37.73284531,55.61751938,584,92,10155,3953
91,37.59583282,55.59688187,834,867,6357,5809
85,37.6110878,55.65930557,1113,148,3901,1764
90,37.60036087,55.61085129,906,118,804,289
91,37.60282135,55.57930756,1011,82,264,6453
97,37.62169647,55.72489929,1353,374,2569,2115
83,37.65748596,55.68259811,8,142,2517,3958
88,37.64278793,55.6235733,1079,86,3928,6596
81,37.74718857,55.62968063,1105,114,3915,2370
81,37.74860001,55.61467743,223,112,3013,2386
82,37.66134644,55.6387558,843,930,3031,3950
78,37.75479889,55.63283157,626,858,2309,3913
82,37.65477371,55.6434021,1543,932,10846,4577
84,37.68634796,55.68671417,806,120,2025,3967
87,37.75237274,55.60794067,530,814,3041,2360
76,37.68227005,55.57955933,1202,196,4106,3908
89,37.61470795,55.63363647,350,146,6657,3985
81,37.74977875,55.62574387,1494,96,42,2799
89,37.59475327,55.63767624,1609,701,10176,1487
90,37.5879097,55.62220383,1034,762,3923,1400
76,37.69476318,55.58333588,1089,109,11007,4060
76,37.66883087,55.59946442,45,98,205,3902
87,37.74413681,55.60394287,54,111,10097,2382
85,37.6183815,55.64782333,160,72,262,3959
77,37.6566391,55.58343887,1,104,3843,4059
88,37.64870834,55.62183762,281,86,56,6596
81,37.74515152,55.62262726,1370,96,2998,2345
84,37.68585205,55.6764679,924,68,3085,2434
88,37.6509819,55.6375351,1581,123,10723,12450
80,37.61968231,55.69994354,115,79,5036,913
91,37.58757782,55.60103989,834,870,4654,4131
86,37.72437286,55.61761856,951,764,3925,5390
89,37.5970192,55.62947083,492,78,3822,4113
90,37.59085464,55.6237793,1644,762,3923,1400
81,37.75471878,55.62178421,552,951,10191,2374
82,37.69242859,55.64087677,617,625,4387,2390
77,37.64842987,55.58992004,1,965,10004,10096
79,37.64526749,55.71811676,560,628,2874,9587
91,37.60638809,55.59302902,255,773,6256,1386
77,37.65131378,55.59371948,1,965,4350,10096
79,37.61734772,55.7157135,773,973,6942,11036
79,37.66017914,55.71483612,1226,628,8652,7994
87,37.74134064,55.60203552,1577,111,3011,2343
87,37.72262955,55.59739685,788,74,671,10145
90,37.59521484,55.62134933,1644,761,4347,4620
77,37.65091705,55.57896042,1,725,10779,8735
91,37.59210587,55.60300446,834,870,1929,776
81,37.74100113,55.61504745,415,108,1201,8715
77,37.64584351,55.57965469,1,729,382,4130
80,37.60401535,55.69403839,874,79,4732,4076
86,37.70103455,55.62285614,636,822,10274,5529
91,37.60868835,55.58934784,1351,771,2642,11957
77,37.64479828,55.58344269,1,960,381,4129
89,37.60267639,55.6319313,475,197,4837,4132
83,37.65159988,55.6805687,860,142,4996,2424
85,37.60771942,55.64287949,1201,75,3820,638
89,37.59915543,55.63289642,475,701,1638,1758
77,37.64814377,55.57752991,1,726,10152,4130
83,37.62796783,55.67554855,905,142,8300,8925
84,37.66734695,55.67283249,544,67,6133,20
76,37.66885757,55.60205078,45,98,2501,2388
90,37.59027481,55.60969925,915,94,1928,1401
81,37.75276184,55.61816788,571,112,7743,3922
88,37.6584816,55.6180687,1403,91,164,44
78,37.76128387,55.64102173,615,925,217,2377
90,37.60602951,55.61804962,221,966,5635,5555
87,37.74201584,55.60873413,1164,928,3908,5783
79,37.61734009,55.71800995,773,973,10885,3897
76,37.67485046,55.58768845,1339,743,3014,5388
88,37.68142319,55.63210297,1151,855,3050,3948
87,37.74477386,55.60133362,291,111,3011,2357
90,37.58499908,55.61074448,1579,84,7240,1388
91,37.59705353,55.58847427,1351,702,10079,1379
78,37.75629807,55.63816071,549,90,4325,2391
84,37.70183563,55.6787529,381,144,3073,4069
78,37.75071335,55.63669586,549,115,215,2359
86,37.72100449,55.62540817,1075,65,3015,12359
78,37.76993561,55.64359665,780,624,3061,8820
87,37.73358154,55.6079216,1046,929,9359,10148
88,37.66184998,55.62220764,1403,91,3049,2863
81,37.7403183,55.62401581,1536,699,4329,11507
86,37.69665909,55.62234879,636,822,9962,2385
88,37.6822319,55.63137054,1151,855,3050,3948
76,37.6925621,55.58318329,1089,109,11007,2365
76,37.65811157,55.59365845,1319,98,6665,4025
86,37.72776031,55.61302948,524,66,9478,5153
77,37.65556335,55.57912827,1,665,244,1373
90,37.58882523,55.62323761,1034,762,3923,1400
90,37.5928154,55.62239838,1644,761,3923,4620
89,37.59737015,55.63191605,78,78,1638,1758
91,37.61177063,55.596035,289,739,9862,9106
81,37.73297882,55.61434174,584,108,8306,4021
86,37.72442627,55.61249161,524,66,3872,5535
77,37.64981461,55.58984756,1,965,3841,10096
79,37.6153183,55.71905899,773,973,8210,3897
86,37.70120621,55.6180954,1241,823,5907,5391
87,37.70706177,55.60829163,775,737,5424,11574
86,37.70392609,55.61154175,1112,70,3895,3942
87,37.73374176,55.60733032,1046,929,9359,4926
79,37.66202164,55.70671082,950,834,83,11443
89,37.60303879,55.62650299,153,87,1634,8311
76,37.67494965,55.58001328,921,196,3004,8057
85,37.61446381,55.64944839,160,72,140,10311
90,37.60392761,55.60873032,445,966,2645,5538
86,37.72396088,55.62444305,1075,736,9682,7753
87,37.75534821,55.61064529,530,813,451,2362
84,37.68843079,55.67907333,688,68,3085,7790
85,37.615345,55.6667099,1113,916,2513,3941
76,37.68477631,55.58147049,785,105,5428,5557
87,37.73942947,55.60201263,1577,111,3011,2366
91,37.6110611,55.60649109,854,85,506,8838
88,37.6667099,55.62529755,372,768,10836,2349
87,37.71518326,55.60248566,1560,737,5598,5784
79,37.66135788,55.70108032,246,832,1711,5979
90,37.58151245,55.61249542,778,84,2090,1388
79,37.6151123,55.70547485,1390,973,532,5180
90,37.58675003,55.61629868,1034,664,6863,3938
76,37.68059921,55.57984161,1202,196,9633,3908
89,37.61195755,55.63390732,1373,143,6657,3985
84,37.68754196,55.68855286,806,120,2025,3934
83,37.63306808,55.66147614,901,142,3812,4003
90,37.58869171,55.61157608,915,94,1928,1401
88,37.67528152,55.63487625,1479,99,997,10813
83,37.65581512,55.67078781,395,142,1011,2432
82,37.67963791,55.64023209,617,717,9413,5551
84,37.67847824,55.68438721,463,140,4326,2436
76,37.65891266,55.59931946,410,69,5820,3912
76,37.66207504,55.59410858,1319,98,8636,5552
81,37.73741531,55.61967468,1541,92,7526,2372
90,37.58273697,55.61129761,970,84,7240,1388
78,37.75822067,55.63700867,549,90,2995,10669
87,37.7433548,55.60758972,1164,928,3908,2382
68,37.59773636,55.64222336,772,817,9825,1465
91,37.61572266,55.59859848,289,89,505,1756
91,37.61619949,55.6071434,1405,85,3836,1399
89,37.60630798,55.63476181,177,88,1637,1759
76,37.6664505,55.57870483,564,107,3903,12433
84,37.67070007,55.68038177,1493,67,1623,6312
87,37.71814728,55.59817886,788,81,2994,3917
91,37.62485886,55.6016655,1641,89,3913,4023
79,37.64379501,55.70952988,1115,76,6058,4670
86,37.7038002,55.61037064,1112,70,3005,3942
89,37.6171608,55.63811493,601,146,168,4049
77,37.65319061,55.57817841,1,665,9828,3947
91,37.5965538,55.60412216,834,77,10316,776
76,37.67485046,55.58351517,921,743,3012,2380
89,37.59129715,55.63645935,264,78,5570,1487
88,37.67564774,55.63644791,1479,853,8351,10813
89,37.59205246,55.62775421,492,78,3889,4113
87,37.73706436,55.6055603,529,626,10453,5974
85,37.61233521,55.64358139,1201,75,6672,1762
78,37.75849152,55.63378906,626,858,683,3913
87,37.72614288,55.60720444,248,95,3063,3931
81,37.73436356,55.62458038,52,73,6671,3919
86,37.70271683,55.61226273,1480,70,4199,3942
84,37.67764282,55.67691422,1097,67,1125,12306
88,37.66898346,55.62514114,372,768,5599,5559
87,37.73651886,55.6061058,529,626,10453,5974
76,37.65512085,55.59849167,410,69,3864,3998
82,37.65952301,55.64021301,843,930,10020,562
81,37.75417709,55.61777496,571,112,3002,3922
81,37.7387085,55.62033844,1541,699,3055,2372
88,37.6519165,55.62519455,1650,86,1502,3944
87,37.73973465,55.60858154,1164,626,3908,3918
91,37.61089706,55.60167694,900,97,6660,4116
89,37.61213684,55.63816452,48,119,168,1766
91,37.59605026,55.58518982,1351,82,5663,4096
88,37.65817642,55.61911011,1403,91,9854,44
78,37.76937103,55.6389389,615,924,3037,7312
81,37.75979233,55.6209259,634,951,10191,2376
76,37.66197586,55.584095,1070,100,6744,7313
17,37.51111221,55.74892426,1171,693,6587,2680
53,37.56283951,55.72743607,12,352,8510,3475
54,37.61956787,55.72751999,610,552,560,4262
92,37.58120728,55.74648285,696,1,1550,6973
80,37.58834076,55.70783234,434,83,8886,10154
54,37.61151886,55.73402405,558,183,9277,178
97,37.63455963,55.74022293,971,372,4158,1140
53,37.58219528,55.72653198,1327,983,710,10869
67,37.55456543,55.68911743,1308,781,9594,4672
97,37.64048767,55.74363327,1632,372,1207,487
105,37.65734863,55.73553085,1248,371,4367,222
105,37.67640305,55.72849274,1095,369,3975,11048
105,37.65438461,55.74064255,1248,186,3096,5976
53,37.58633804,55.74051666,1018,351,6268,805
54,37.61404037,55.73283005,610,183,469,12472
80,37.58666992,55.70858765,434,83,893,341
97,37.63568115,55.74239731,1632,372,3629,1019
53,37.58010483,55.7249794,1327,983,9496,258
67,37.57447052,55.70528412,579,862,5127,343
97,37.63598633,55.7272377,971,498,7053,1129
53,37.55846405,55.73007965,1326,352,1134,458
53,37.58553696,55.72885895,1358,376,8634,731
100,37.64152908,55.78773117,885,361,4179,522
105,37.67641068,55.7442627,841,368,1441,2766
97,37.63471985,55.74743271,1632,372,3986,5913
93,37.68397522,55.76812744,1130,672,1590,8777
105,37.66122055,55.73927689,587,186,4766,11033
105,37.64438629,55.74457169,1651,186,2150,2418
105,37.65987396,55.73971939,587,186,4766,5592
53,37.57442474,55.73980331,904,351,1328,4838
102,37.54715347,55.76446533,1170,888,5080,1349
102,37.53358841,55.75338745,1568,889,1971,12632
93,37.68695831,55.77590942,121,950,5011,11018
97,37.62882614,55.72984695,178,375,8259,4358
106,37.60106277,55.77301788,1425,132,1204,485
106,37.60030746,55.78040314,339,360,7048,467
93,37.63520432,55.76266861,573,363,8200,6176
106,37.59887695,55.78997803,845,360,3715,1662
93,37.65271378,55.75374222,280,364,8311,4394
105,37.67652893,55.73095703,62,616,3214,2754
105,37.66268539,55.74318695,98,186,1804,2741
80,37.58649826,55.70986557,434,83,893,8692
54,37.61944962,55.72814941,610,552,560,4262
106,37.59259033,55.79068756,1654,360,1162,476
102,37.55257797,55.75871658,1495,674,1969,793
106,37.58947372,55.7863121,1207,360,6015,1647
93,37.67461395,55.76987457,1130,947,6241,9365
102,37.58226013,55.77257156,1467,358,4154,1346
53,37.59099197,55.74449158,728,354,1475,2227
106,37.59525681,55.77152634,871,357,1669,12053
97,37.62630463,55.74253464,300,192,1410,4393
105,37.68896866,55.74210358,505,187,5471,2765
106,37.5991745,55.79045486,845,360,3715,1662
54,37.61581039,55.74105835,563,183,2781,1775
105,37.64634323,55.7436142,1651,186,769,2418
97,37.62595367,55.72436142,1353,374,8532,3422
106,37.60240173,55.77813721,339,132,4211,9191
93,37.66909027,55.75603104,1516,364,1650,6987
98,37.6420517,55.77855682,1513,885,144,8770
102,37.53618622,55.75330734,1568,889,1971,12632
93,37.68019485,55.77188873,423,365,4698,5260
105,37.66428375,55.7420311,98,186,5467,11759
105,37.67641068,55.73954773,370,551,5157,12341
105,37.658535,55.73613739,1248,371,10173,222
106,37.5897789,55.77650833,828,132,2538,2869
102,37.54278946,55.76198959,1170,888,787,1247
98,37.67152405,55.78189468,1627,923,10336,8628
102,37.54702759,55.76341629,1170,888,787,1349
102,37.53973389,55.7524147,1568,889,7615,4811
98,37.66530991,55.77871323,268,380,797,11142
98,37.64377594,55.77304077,1513,885,2726,1576
97,37.63516235,55.72504044,1353,660,1306,4191
53,37.57271957,55.7352066,1461,351,10908,9451
53,37.56886673,55.72468185,895,956,4826,2220
93,37.67703247,55.77013779,1130,946,6241,1332
93,37.70771027,55.7761879,26,864,422,1907
105,37.68047333,55.74478531,1628,368,1412,11380
102,37.52047348,55.75714493,282,778,5251,790
106,37.59461975,55.78873444,1654,360,4550,12813
53,37.60161972,55.74313736,172,354,4010,11858
53,37.58387756,55.74131775,1018,351,10799,11307
93,37.65029907,55.75754547,399,364,9531,12335
92,37.59933853,55.74848175,696,1,68,147
102,37.57237625,55.75899506,911,124,5067,11671
93,37.64215088,55.76163483,1323,753,7408,11371
105,37.68093109,55.72851563,1095,616,333,10715
93,37.6511879,55.7552681,149,364,9531,8134
105,37.67691422,55.73735428,1025,616,619,6988
54,37.61825562,55.73876953,563,552,2781,7084
93,37.65696335,55.76094437,351,364,10254,5722
53,37.583992,55.72663498,1358,983,710,9164
105,37.68425369,55.73323822,898,370,621,4315
93,37.69667053,55.77933884,980,684,3260,1968
80,37.60571671,55.71443176,317,83,5250,1779
102,37.56637573,55.76525879,948,713,6095,1975
106,37.60598373,55.77656937,339,132,794,1646
102,37.57228088,55.7618103,569,182,775,6897
102,37.57913208,55.76415634,328,713,2327,5919
106,37.59886932,55.77647018,2,132,435,10852
105,37.67380524,55.73466873,1663,616,9033,4472
80,37.59635544,55.71810913,434,83,622,11446
102,37.53792953,55.76452255,114,620,6100,1246
105,37.66645813,55.7399292,98,186,7528,8165
100,37.63001251,55.76860809,1244,789,9336,1041
97,37.62739944,55.73422623,178,373,5189,590
53,37.57810974,55.71628189,1561,184,1847,5883
105,37.63330078,55.75031281,1651,866,3213,2761
53,37.57112122,55.73227692,1326,670,4002,4306
105,37.67782974,55.73887634,370,551,8304,2786
93,37.65119553,55.75474548,1361,364,9531,4394
106,37.59671402,55.76594543,871,357,428,12290
105,37.67276382,55.73604584,1663,616,62,9958
53,37.56578445,55.72719193,895,670,1310,2210
97,37.63230515,55.73468018,971,373,1143,462
80,37.59534836,55.7156105,434,83,10268,5855
100,37.63881683,55.78453445,885,917,10519,8883
54,37.60930634,55.72086716,65,183,4839,784
53,37.59337997,55.74726868,728,752,326,2219
105,37.67983627,55.73767471,1025,370,3217,2786
54,37.61646652,55.7203331,65,183,4085,10965
100,37.62051773,55.78089142,77,917,4059,196
105,37.67402267,55.73291016,1663,616,4639,8955
102,37.56381607,55.75792694,1300,355,2623,11694
93,37.68043518,55.77538681,423,365,6683,1964
105,37.67241669,55.74464798,841,368,1722,8674
98,37.64969635,55.77317429,1513,885,4008,551
102,37.5673027,55.7579689,1300,355,2623,10536
100,37.62998581,55.79043198,953,361,1708,4441
67,37.56652832,55.70593262,1408,291,894,4953
105,37.67559433,55.73682785,1663,616,1654,6988
80,37.58934784,55.71032715,434,83,893,9900
106,37.59365082,55.79167938,1654,360,1162,1662
93,37.64331818,55.76110077,1323,363,7408,778
105,37.68296051,55.74288559,1628,187,1158,2753
97,37.62832642,55.72674561,540,986,4686,10119
102,37.54948044,55.75637436,1495,674,5138,375
53,37.56830978,55.7244339,895,956,8110,1113
102,37.5520668,55.75819397,1495,674,1970,794
102,37.5249939,55.75053406,1298,203,1078,1075
100,37.63521576,55.79073715,885,361,2081,5861
93,37.64075089,55.75382614,1624,363,1577,4168
53,37.5766716,55.73812866,904,351,10908,2216
93,37.6861763,55.77739334,121,950,3306,11018
98,37.6709671,55.78120041,268,923,394,8628
100,37.6401825,55.78643036,885,917,4179,9740
105,37.67515564,55.73251343,1663,616,4639,8955
100,37.62988663,55.78871536,885,361,8548,2541
105,37.6660347,55.74192047,98,186,5467,5065
102,37.55977631,55.75719833,1495,674,7913,6411
102,37.60712433,55.75868225,1088,733,2853,9877
93,37.63943863,55.76388931,1323,753,2533,6269
100,37.637146,55.78837204,885,361,4543,2567
102,37.56593704,55.7626915,892,182,10939,9118
53,37.58818817,55.73547363,1413,376,6107,9290
97,37.63274384,55.7391777,971,373,4158,5188
93,37.65821075,55.75993347,351,364,9332,780
105,37.6539917,55.74012375,1248,371,3096,2443
97,37.62783051,55.74449158,300,379,1409,11141
53,37.5748558,55.71682358,1561,184,1852,4451
105,37.68396759,55.73467255,1025,370,621,4315
93,37.6512146,55.76007462,1528,364,5135,9386
105,37.67546082,55.74483109,841,368,1441,2766
53,37.56669998,55.72637939,895,956,4826,2210
102,37.58321381,55.77192688,1467,358,4154,8085
105,37.68002319,55.74070358,370,551,9215,2775
79,37.61310959,55.7154541,1585,973,927,6913
54,37.61558533,55.73733902,563,183,2702,12033
102,37.52283478,55.75082779,1298,203,1078,1075
100,37.6244545,55.77664948,1244,790,1709,2554
100,37.63006973,55.76790237,1244,789,9336,8829
53,37.5836525,55.72105026,1144,983,1846,4978
102,37.54603958,55.76243973,1170,888,787,1349
93,37.67270279,55.76692581,1050,947,4881,1965
105,37.65828323,55.74335098,98,186,5632,8216
100,37.62514496,55.77574158,1244,790,1709,2554
102,37.53754044,55.76350784,114,620,6100,1246
93,37.69136047,55.77369308,1443,684,2636,1967
93,37.67412949,55.76610184,1130,947,4881,1970
102,37.58656311,55.77292633,884,358,4274,8000
102,37.59143066,55.75868607,955,732,1992,12349
100,37.62303543,55.78984451,459,361,9087,4368
100,37.62816238,55.77038574,1244,791,5454,9172
102,37.55096054,55.75841904,1495,674,1970,794
92,37.59621811,55.75475311,997,1,6953,2636
105,37.68243027,55.73736954,1025,370,1118,12534
106,37.6080513,55.76446152,46,357,4353,5366
102,37.58403015,55.77129364,749,358,9057,7999
105,37.67564011,55.74047089,1307,368,7785,12341
106,37.60499573,55.76927185,777,357,2869,6466
67,37.58289719,55.70843124,579,678,8476,4904
100,37.63310242,55.78417206,885,917,4912,406
105,37.67427444,55.74192429,1307,368,3218,5612
98,37.65650558,55.78568649,768,181,3289,288
105,37.6840744,55.74378204,1628,187,2532,2753
105,37.6849823,55.7373085,1025,370,9983,2757
93,37.66201019,55.76341629,1516,364,5904,1342
100,37.62470627,55.76981354,1244,789,1720,10814
97,37.62846756,55.73248291,178,373,9323,2098
97,37.62869263,55.74316788,300,379,3966,10825
39,37.61524582,55.79358673,330,385,8843,5916
105,37.64587784,55.74668884,1651,186,2151,10482
106,37.58786392,55.78117371,828,673,925,11279
93,37.67272186,55.76254272,1516,948,535,2171
93,37.67582703,55.76868439,1130,947,10955,1332
97,37.63365173,55.73001862,971,498,254,4141
105,37.67364502,55.73775482,1663,616,4405,12473
106,37.58802795,55.78524399,1207,360,4706,1647
100,37.63555527,55.77653885,752,682,3115,4216
80,37.60564423,55.71939468,1501,83,501,6886
100,37.64398193,55.78093338,752,918,1284,2553
106,37.6165657,55.7778244,1104,360,4372,624
102,37.52073288,55.76021194,272,778,1954,4653
